source,target,weight
orígen,marcada,8
sedoso,minuto,8
sedoso,vista,8
arcilloso,proyecto,8
arcilloso,flor,8
arcilloso,clavo,8
especia,acabar,8
especia,delicia,8
arcilloso,altura,8
sedoso,inicial,8
envejecido,recomendable,8
evolución,espectacular,8
ensamblaje,tostado,8
orígen,parcela,8
orígen,pimienta,8
sedoso,mediterráneo,8
especia,ajustada,8
especia,manual,8
especia,laguardia,8
arcilloso,baja,8
arcilloso,frutal,8
especia,penalizar,8
especia,aceptable,8
sedoso,increíble,8
especia,denominación,8
barrio,tapa,8
barrio,boca,8
evolución,sorpresa,8
evolución,aportar,8
apetecer,garnacha,8
apetecer,madura,8
apetecer,boca,8
apetecer,potente,8
especia,gente,8
arcilloso,hijo,8
arcilloso,rubí,8
arcilloso,fresco,8
arcilloso,ligero,8
especia,vaso,8
cápsula,fresa,8
cápsula,espectacular,8
secano,monastrell,8
barrio,probar,8
evolución,restaurante,8
barrio,maridaje,8
especia,áspero,8
cápsula,arándano,8
especia,sumar,8
especia,valor,8
arcilloso,tinta,8
arcilloso,agradable,8
merenzao,caíño,8
merenzao,nariz,8
arte,obra,8
arte,bodega,8
nariz,clarificado,8
nariz,conca,8
especia,probable,8
cápsula,diferente,8
cápsula,goloso,8
cápsula,distinto,8
enamorar,añada,8
especia,mercadona,8
especia,cordero,8
sedoso,espectáculo,8
arcilloso,especiado,8
arcilloso,arena,8
verdad,fácil,8
sedoso,suerte,8
diario,mercadona,8
extraordinario,roble,8
arte,capa,8
evolución,gruesa,8
evolución,trabajo,8
evolución,consumo,8
arte,crianza,8
especia,proporción,8
especia,limado,8
cumplido,final,8
cumplido,mejor,8
cápsula,tapón,8
cápsula,extremadura,8
cápsula,entrada,8
sedosidad,vez,8
merenzao,alta,8
diario,aceptable,8
merenzao,violáceo,8
sedosidad,balsámico,8
sedosidad,capa,8
verdad,limpio,8
verdad,teja,8
realizado,teja,8
realizado,balsámico,8
realizado,potente,8
enamorar,fruta,8
diario,añada,8
diario,baja,8
diario,sencillo,8
diario,toque,8
sedosidad,gustar,8
sedosidad,violáceo,8
licor,amargo,8
escándalo,disfrutar,8
realizado,densa,8
evolución,parcela,8
nariz,chuletilla,8
nariz,anís,8
merenzao,elaborado,8
merenzao,godello,8
merenzao,mouratón,8
merenzao,sotobosque,8
sedosidad,alta,8
verdad,brillante,8
sedosidad,final,8
sedosidad,probar,8
verdad,densa,8
caja,frutal,8
caja,fondo,8
gredos,herbáceo,8
litro,duero,8
litro,situado,8
nariz,primario,8
nariz,sobrar,8
escándalo,clásico,8
licor,cargar,8
licor,silvestre,8
caja,cuero,8
sedosidad,mejor,8
sedosidad,tostado,8
tapear,tanino,8
tapear,correcto,8
verdad,claro,8
verdad,persistente,8
msnm,madura,8
tapear,bodega,8
tapear,joven,8
tapear,roble,8
litro,café,8
litro,tiempo,8
litro,anterior,8
gredos,rcp,8
gredos,grosella,8
gredos,sulfito,8
corcho,repetir,8
corcho,exceso,8
gredos,filtrar,8
corcho,pronunciado,8
informal,boca,8
corcho,canela,8
corcho,marca,8
barrica,viveza,8
perder,vainilla,8
perder,precio,8
litro,cuero,8
litro,reflejo,8
espaldera,ribete,8
espaldera,añada,8
espaldera,garnacha,8
verdad,equilibrado,8
perfumado,tempranillo,8
perfumado,final,8
cocido,negro,8
corcho,hecho,8
ácido,mejorar,8
parcelario,rcp,8
atisbo,final,8
verdad,pelo,8
verdad,volúmen,8
corcho,antigua,8
msnm,nota,8
msnm,producción,8
nariz,lista,8
nariz,vibrante,8
litro,paso,8
litro,fácil,8
barrica,ausencia,8
barrica,dominar,8
perfumado,fondo,8
informal,crianza,8
verdad,conocer,8
verdad,monastrell,8
verdad,bebido,8
corcho,demasiado,8
ácido,canela,8
perder,balsámico,8
litro,dulce,8
litro,formato,8
barrica,peso,8
msnm,elaborado,8
ácido,fermentado,8
ácido,ahumado,8
ácido,anaranjado,8
corcho,frutal,8
corcho,bota,8
ácido,lácteo,8
patata,huevo,8
francés,salvo,8
francés,razonable,8
verdad,ganar,8
verdad,sensación,8
litro,correcto,8
perder,mejor,8
perder,entrada,8
perder,regaliz,8
perder,picota,8
ácido,amargo,8
francés,francamente,8
corcho,ocasión,8
verdad,forma,8
ácido,repetir,8
msnm,fermentar,8
francés,igp,8
francés,rojizo,8
barrica,metálico,8
nariz,impresión,8
nariz,destacable,8
nariz,hondarrabi,8
mercadona,madera,8
corcho,elaborado,8
corcho,malo,8
francés,contraste,8
francés,planta,8
malbec,mejorar,8
malbec,persistencia,8
francés,fundador,8
corcho,sensación,8
mercadona,intensidad,8
picón,crianza,8
francés,afinar,8
francés,oferta,8
cítrico,mantener,8
francés,comercial,8
francés,valtiendas,8
cítrico,mundo,8
alta,airear,8
barrica,arribas,8
perder,fresco,8
alta,llebre,8
litro,dorado,8
francés,técnica,8
verdad,cepa,8
cítrico,deber,8
francés,subido,8
francés,logrado,8
cítrico,pie,8
cítrico,excepcional,8
cítrico,elaboración,8
cosecha,tabaco,8
alta,pino,8
alta,premiado,8
perder,zona,8
alta,rodado,8
barrica,premiado,8
alta,tradición,8
cítrico,filtrar,8
francés,vinoteca,8
francés,percibir,8
cítrico,semana,8
sublime,capa,8
trossos,boca,8
dehesa,crianza,8
alta,web,8
barrica,soberbio,8
alta,homenaje,8
alta,olfato,8
francés,abierta,8
cítrico,canela,8
bajos,garnacha,8
bajos,sedoso,8
oxigenar,maridar,8
francés,jugoso,8
cítrico,criado,8
cosecha,compotada,8
francés,amante,8
francés,pedrosa,8
alegría,fruta,8
cosecha,café,8
cosecha,parker,8
alegría,negro,8
francés,ensamblado,8
dehesa,negro,8
barrica,almansa,8
alta,quieta,8
alta,extremo,8
francés,alceño,8
oxigenar,consumo,8
bajos,roble,8
bajos,tanino,8
bajos,tostado,8
bajos,tempranillo,8
trossos,reciente,8
francés,precioso,8
francés,elaborador,8
moscada,viñedo,8
nariz,entender,8
nariz,reducido,8
nariz,proceso,8
nariz,siglo,8
nariz,clarificar,8
nariz,arte,8
nariz,rodado,8
dehesa,rcp,8
francés,moral,8
moscada,terciario,8
moscada,potencial,8
francés,raro,8
alegría,crianza,8
reposar,notar,8
reposar,hablar,8
moscada,canela,8
moscada,recomendable,8
francés,bastardo,8
alta,ámbar,8
alta,entero,8
alta,afinar,8
barrica,tudela,8
nariz,arrancar,8
nariz,realidad,8
reposar,canela,8
reposar,grosella,8
cosecha,pago,8
cosecha,producción,8
cosecha,venta,8
mayor,fuerza,8
mayor,amable,8
francés,regla,8
cambiar,viñedo,8
alta,boletus,8
alta,hondarrabi,8
francés,parada,8
cosecha,catado,8
mayor,ahumado,8
francés,desplegar,8
cosecha,volúmen,8
cosecha,óptimo,8
cosecha,hecho,8
cosecha,simple,8
mayor,depósito,8
francés,extraordinario,8
francés,prueba,8
mayor,entrada,8
mayor,reserva,8
mayor,bosque,8
francés,azúcar,8
francés,cuarto,8
cosecha,pequeña,8
romano,capa,8
mayor,hierba,8
barrica,baya,8
nariz,extremo,8
alta,nervio,8
barrica,identidad,8
mayor,terreno,8
romano,bodega,8
romano,intensidad,8
acero,pálido,8
rojizo,baja,8
rojizo,correcto,8
acero,godello,8
nariz,precioso,8
nariz,bobet,8
nariz,redondeado,8
alta,cantidad,8
excesivo,madera,8
excesivo,toque,8
excesivo,uva,8
excesivo,negro,8
rojizo,guardar,8
rojizo,parecer,8
rojizo,graciano,8
mayor,eucalipto,8
delicia,final,8
rojizo,uva,8
rojizo,abundante,8
rojizo,hecho,8
delicia,fina,8
francés,común,8
alta,verano,8
cambiar,guardar,8
alta,leche,8
alta,bacalao,8
acero,paso,8
francés,seminueva,8
acero,punto,8
acero,regaliz,8
cosecha,empezar,8
francés,remitir,8
francés,domenech,8
cosecha,comprado,8
ligeramente,producción,8
francés,digno,8
barrica,grava,8
cambiar,vez,8
nariz,divertido,8
nariz,descubrimiento,8
nariz,transparente,8
francés,coger,8
francés,degustar,8
francés,navidad,8
cosecha,demasiado,8
cosecha,vida,8
rojizo,ligero,8
delicia,añada,8
ligeramente,carnoso,8
francés,reducción,8
francés,mosto,8
terminar,mejor,8
ligeramente,melocotón,8
ligeramente,amoratado,8
alta,yecla,8
celebrar,final,8
celebrar,capa,8
barrica,recuperación,8
francés,viognier,8
terminar,tanino,8
orgánico,bodega,8
orgánico,joven,8
orgánico,capa,8
francés,decepción,8
terminar,excelente,8
terminar,especia,8
francés,hotel,8
francés,lista,8
francés,tradición,8
barrica,virtud,8
cambiar,precio,8
cambiar,anterior,8
barrica,mini,8
francés,quinta,8
francés,matrimonio,8
francés,lugar,8
francés,entero,8
terminar,fresco,8
terminar,casa,8
terminar,encontrar,8
semana,carnoso,8
semana,cumple,8
semana,potente,8
semana,persistencia,8
barrica,sumar,8
barrica,pesado,8
barrica,capellanes,8
celebrar,bodega,8
cambiar,balsámico,8
semana,herbáceo,8
semana,pasado,8
francés,acompañado,8
cosecha,delicado,8
ritmo,disfrutar,8
ritmo,fondo,8
terminar,uva,8
pera,producción,8
francés,madurez,8
ritmo,fuerza,8
francés,hidrocarburo,8
francés,lagar,8
simple,bosque,8
simple,cacao,8
cambiar,intensidad,8
cambiar,tostado,8
aportación,ahumado,8
aportación,dulce,8
francés,nervio,8
francés,descubrir,8
francés,fase,8
francés,eguren,8
francés,domingo,8
comunidad,seco,8
pera,monovarietal,8
francés,pla,8
francés,secreto,8
simple,lágrima,8
simple,ácido,8
simple,hecho,8
simple,paladar,8
alta,perfección,8
alta,ocre,8
barrica,otorgar,8
barrica,marcando,8
barrica,marco,8
francés,siglo,8
francés,arribas,8
pera,uva,8
delicioso,largo,8
francés,maravilloso,8
decente,pote,8
decente,sabor,8
cambiar,copa,8
baya,fresa,8
francés,clon,8
francés,pan,8
delicioso,café,8
pasificada,dulce,8
olfato,frutal,8
baya,bodega,8
pera,hierba,8
francés,sulfito,8
comunidad,bodega,8
comunidad,tempranillo,8
duero,decantado,8
duero,necesitar,8
reposado,mejor,8
reposado,botella,8
reposado,probar,8
último,puntuación,8
barrica,pista,8
simple,estrella,8
alta,mallorca,8
alta,relación,8
delicioso,placer,8
delicioso,punto,8
delicioso,sauvignon,8
delicioso,cuero,8
duero,ahumado,8
duero,blanca,8
pillar,barrica,8
duero,envejecimiento,8
duero,aceptable,8
duero,humo,8
duero,lista,8
duero,pronunciado,8
delicioso,rcp,8
alta,versión,8
barrica,plantar,8
barrica,servido,8
barrica,demuestra,8
simple,diario,8
simple,gama,8
pillar,probar,8
pillar,igual,8
duero,tapeo,8
último,selección,8
canto,pie,8
canto,intensidad,8
canto,rcp,8
canto,joven,8
bebible,tempranillo,8
canto,regaliz,8
seda,persistencia,8
seda,fina,8
barrica,muga,8
barrica,intento,8
barrica,trabajado,8
barrica,fariña,8
simple,viñedo,8
simple,áspero,8
simple,regaliz,8
medida,balsámico,8
pago,procedente,8
medida,frutal,8
barrica,reiterar,8
barrica,significar,8
decente,merlot,8
decente,fresco,8
decente,madera,8
decente,rojo,8
alta,ensamblado,8
bebible,boca,8
bebible,madura,8
bebible,negro,8
último,varietal,8
último,pendiente,8
último,respecto,8
pago,fermentación,8
pago,decir,8
último,subir,8
barrica,tarragona,8
simple,bordelesa,8
alta,brasa,8
alta,secreto,8
medida,justo,8
medida,mar,8
pago,diferente,8
pago,anterior,8
explosión,fina,8
explosión,madura,8
explosión,madera,8
medida,punto,8
medida,deber,8
opinión,fina,8
opinión,sauvignon,8
opinión,justo,8
simple,textura,8
simple,comentario,8
simple,herbáceo,8
simple,defectuoso,8
simple,mercadona,8
alta,cumplido,8
último,leer,8
último,ecológico,8
pago,paladar,8
resumen,crianza,8
último,temperatura,8
pago,campo,8
pago,abundante,8
último,vivir,8
lejos,tostado,8
lejos,capa,8
barrica,restauración,8
barrica,predominante,8
último,predominar,8
último,justo,8
lejos,mayor,8
último,valoración,8
último,mazuelo,8
último,duda,8
cueva,natural,8
notar,teja,8
opinión,depósito,8
último,vinazo,8
último,propia,8
último,dar,8
último,antigua,8
número,intensidad,8
barrica,vivo,8
barrica,favor,8
barrica,lomo,8
barrica,informal,8
dominio,viñedo,8
dominio,nota,8
barrica,cuerda,8
barrica,longitud,8
notar,increíble,8
notar,zona,8
lejos,nota,8
número,blanca,8
último,aterciopelada,8
capacidad,mejor,8
prolongado,negro,8
barrica,paella,8
barrica,ocre,8
barrica,mujer,8
barrica,chuletilla,8
arándano,cítrico,8
último,potencia,8
cuestión,alta,8
cuestión,guardar,8
último,distinto,8
hondarrabi,reflejo,8
hondarrabi,verdoso,8
cuestión,parecer,8
lejos,monovarietal,8
último,empezar,8
vida,mano,8
último,enólogo,8
último,experiencia,8
último,mano,8
destacar,zona,8
destacar,sauvignon,8
arándano,rosa,8
destacar,bosque,8
alta,sonsierra,8
barrica,armonía,8
último,hormigón,8
último,reconocer,8
cuestión,agradable,8
cuestión,capa,8
capacidad,producción,8
último,sacar,8
cacao,mundo,8
último,habitual,8
último,suerte,8
último,bosque,8
último,sotobosque,8
juventud,rico,8
cuestión,mal,8
destacar,violáceo,8
destacar,creer,8
vida,paso,8
vida,teja,8
vida,potente,8
capacidad,nota,8
último,grande,8
calificación,pronunciado,8
capacidad,ribete,8
barrica,boletus,8
último,hora,8
cacao,somontano,8
cacao,terreno,8
juventud,complejidad,8
juventud,exceso,8
apunte,intensidad,8
cacao,rey,8
barrica,maderoso,8
alta,pleno,8
arándano,fenavin,8
alta,pedregoso,8
cacao,metro,8
juventud,verde,8
juventud,notar,8
juventud,sabor,8
apunte,fina,8
cacao,noche,8
apunte,pimienta,8
apunte,rubí,8
apunte,dulce,8
cacao,terra,8
apunte,tinta,8
apunte,viñedo,8
barrica,interior,8
barrica,espaldera,8
barrica,frutalidad,8
barrica,borrado,8
barrica,época,8
destacar,sedoso,8
destacar,elegancia,8
alta,llegado,8
feria,intenso,8
feria,aroma,8
ataque,baja,8
juventud,reflejo,8
rodado,zona,8
destacar,agradable,8
destacar,dulce,8
arándano,franc,8
arándano,hora,8
juventud,tierra,8
juventud,complejo,8
cacao,poderoso,8
cacao,asado,8
apunte,nueva,8
juventud,mismo,8
feria,especia,8
barrica,cuidado,8
sangrado,rcp,8
juventud,sedoso,8
barrica,definición,8
barrica,técnica,8
destacar,hierba,8
alta,fase,8
barrica,movimiento,8
barrica,elección,8
rodado,garnacha,8
sangrado,bodega,8
sangrado,método,8
sangrado,aroma,8
sangrado,golosina,8
juventud,ahumado,8
cacao,china,8
ataque,cs,8
ataque,fácil,8
ataque,goloso,8
ataque,tacto,8
ataque,integrada,8
empezar,especiado,8
empezar,graciano,8
empezar,teja,8
empezar,regaliz,8
empezar,ahumado,8
barrica,agua,8
barrica,cassis,8
barrica,olfato,8
barrica,protagonismo,8
arándano,cumple,8
barrica,abuelo,8
pulido,mermelada,8
ataque,amargo,8
ataque,corte,8
barrica,prefermentativa,8
destacar,gusto,8
destacar,baja,8
destacar,entrada,8
barrica,limado,8
barrica,localidad,8
barrica,municipio,8
empezar,anterior,8
empezar,grosella,8
pulido,longitud,8
sangrado,crianza,8
ataque,lácteo,8
empezar,pasado,8
pulido,maloláctica,8
rojo,tiza,8
rojo,respeto,8
rojo,bota,8
pasado,pensar,8
pasado,repetir,8
secante,tierra,8
secante,cabernet,8
secante,joven,8
arándano,raspón,8
arándano,puro,8
barrica,coravin,8
empezar,densa,8
empezar,entrada,8
pulido,mezcla,8
pulido,astringencia,8
pasado,variedad,8
pasado,parafinado,8
pasado,demasiado,8
rojo,constante,8
rojo,denotar,8
rojo,abierta,8
rojo,relativo,8
elección,crianza,8
secante,abundante,8
secante,caramelo,8
secante,merlot,8
secante,sauvignon,8
secante,americano,8
ataque,violeta,8
pasado,entrada,8
pasado,sutil,8
pulido,dulzón,8
ataque,concentrado,8
ataque,clavo,8
familia,mano,8
familia,centenaria,8
pulido,aparecer,8
recordar,placer,8
arándano,proyecto,8
arándano,dulzor,8
arándano,familia,8
secante,dar,8
pulido,familia,8
guardado,añada,8
ganando,crianza,8
rojo,calificación,8
rojo,zamorana,8
rojo,sobrio,8
intenso,perdido,8
recordar,campo,8
elección,capa,8
arándano,confitado,8
arándano,fantástico,8
recordar,bordelesa,8
recordar,finura,8
familia,variedad,8
familia,monovarietal,8
ataque,marcada,8
rojo,recio,8
familia,ahumado,8
familia,tipo,8
rojo,comenzar,8
pulido,atejado,8
pulido,confitado,8
pulido,malvasía,8
recordar,madurez,8
recordar,acompañado,8
recordar,china,8
arándano,interesante,8
arándano,marca,8
arándano,tina,8
recordar,levadura,8
rojo,altamente,8
rojo,imposible,8
tradicional,anterior,8
tradicional,especiado,8
pulido,colo,8
pulido,albillo,8
pulido,portal,8
rojo,sur,8
rojo,proveniente,8
intenso,degustación,8
intenso,cuarto,8
recordar,fermentado,8
recordar,verdoso,8
recordar,vendimia,8
arándano,pobre,8
arándano,caliza,8
secante,bastante,8
secante,estructurado,8
tradicional,dulce,8
rojo,primario,8
rojo,cochinillo,8
intenso,dudar,8
intenso,gente,8
tradicional,mazuelo,8
tradicional,reserva,8
tradicional,balsámico,8
intenso,cumplidor,8
intenso,extremo,8
intenso,oxidativo,8
intenso,alma,8
pulido,púrpura,8
pulido,salir,8
secante,monovarietal,8
secante,fondo,8
arándano,clarificar,8
paradigmático,rcp,8
pulido,mayoría,8
tradicional,ribete,8
intenso,fase,8
intenso,mejorado,8
intenso,guardado,8
pulido,fallar,8
dulce,mundo,8
recordar,evolucionado,8
recordar,potencial,8
recordar,juan,8
paradigmático,rubí,8
recordar,redondear,8
secante,ligero,8
pulido,malo,8
intenso,impresionante,8
rojo,dominar,8
intenso,tapón,8
pulido,cosecha,8
dulce,filtrar,8
pulido,estupendo,8
pulido,sorprendido,8
pulido,espectacular,8
intenso,margen,8
rojo,celebrar,8
guinda,chocolate,8
recordar,presentar,8
mitad,final,8
pulido,nuez,8
pulido,sierra,8
pulido,malbec,8
intenso,peso,8
intenso,espumoso,8
dulce,manual,8
dulce,oxidativo,8
intenso,afinado,8
dulce,mercado,8
intenso,delicia,8
rojo,macerado,8
intenso,espectáculo,8
intenso,lado,8
dulce,vendimia,8
mitad,tostado,8
mitad,probar,8
mitad,depósito,8
mitad,negro,8
recordar,destello,8
recordar,estrella,8
intenso,penalizar,8
dulce,pastelería,8
pulido,densidad,8
pulido,claro,8
intenso,laguardia,8
dulce,noche,8
guinda,fácil,8
mitad,vainilla,8
pulido,finca,8
pulido,sorprendente,8
rojo,doble,8
intenso,obra,8
intenso,serio,8
dulce,favorito,8
intenso,peculiar,8
rojo,eterno,8
rojo,parcelario,8
rojo,granel,8
intenso,barbier,8
intenso,sara,8
dulce,albillo,8
dulce,principal,8
dulce,hacer,8
rojo,km,8
recordar,depósito,8
guinda,bastante,8
guinda,altura,8
guinda,momento,8
colección,etiqueta,8
guinda,lenta,8
guinda,tomar,8
dulce,húngaro,8
referente,rojo,8
enamorado,fruta,8
rojo,pino,8
pulido,par,8
dulce,atacar,8
rojo,imaginar,8
rojo,demuestra,8
rojo,barbier,8
intenso,diez,8
intenso,plantar,8
dulce,sumar,8
recordar,encantar,8
guinda,añada,8
recordar,trabajar,8
recordar,confitado,8
colección,casa,8
armónico,redondo,8
armónico,alcohol,8
armónico,tempranillo,8
dulce,españa,8
intenso,maduración,8
intenso,cantabria,8
quinta,cocina,8
quinta,fresco,8
quinta,negro,8
guinda,duero,8
recordar,montsant,8
colección,serie,8
oído,bodega,8
recordar,distinto,8
armónico,suave,8
rojo,nacional,8
intenso,atípico,8
intenso,entera,8
haro,regaliz,8
haro,tapa,8
intenso,condición,8
intenso,generación,8
vinificación,bodega,8
vinificación,color,8
tomás,tempranillo,8
salar,color,8
recordar,pálido,8
guinda,copa,8
guinda,paso,8
intenso,encantado,8
rojo,región,8
intenso,método,8
intenso,trabajado,8
intenso,ocho,8
quinta,tempranillo,8
haro,mejor,8
intenso,acertado,8
rojo,fira,8
rojo,música,8
intenso,medalla,8
húmeda,potente,8
recordar,curiosidad,8
recordar,contraetiqueta,8
tomás,tinto,8
cariño,rojo,8
obsequio,bodega,8
intenso,ordóñez,8
rojo,bancales,8
rojo,sostenible,8
rojo,comercializar,8
armónico,boca,8
rojo,hueso,8
hierba,melocotón,8
característica,cumple,8
aspecto,intensidad,8
aspecto,brillante,8
aspecto,limpio,8
característica,especial,8
aspecto,cítrico,8
barro,joven,8
barro,probar,8
barro,ribete,8
tomás,brillante,8
barro,frutal,8
aspecto,untuoso,8
característica,entrada,8
característica,cabernet,8
aspecto,tinta,8
hierba,especial,8
intenso,piruleta,8
barro,fermentar,8
barro,uva,8
barro,roble,8
barro,toque,8
húmeda,ahumado,8
hecho,ocasión,8
barro,excelente,8
aspecto,toque,8
aspecto,poder,8
intenso,brillo,8
hierba,envolvente,8
aspecto,menos,8
aspecto,etiqueta,8
aspecto,ver,8
intenso,romano,8
rojo,domar,8
húmeda,mineralidad,8
cercana,alta,8
cercana,capa,8
cercana,tempranillo,8
notable,tánico,8
húmeda,bosque,8
húmeda,añada,8
rojo,trossos,8
rojo,seta,8
intenso,mercadona,8
intenso,caoba,8
barbacoa,cereza,8
barbacoa,maridaje,8
hierba,acabar,8
intenso,armonioso,8
hombre,barrica,8
hecho,volúmen,8
hecho,cítrico,8
hecho,mentolado,8
húmeda,compotada,8
hierba,fallar,8
hierba,varietal,8
intenso,corona,8
intenso,empresa,8
intenso,realizado,8
turno,crianza,8
hierba,típico,8
barbacoa,violáceo,8
barbacoa,fresco,8
barbacoa,bodega,8
pedregoso,boca,8
barbacoa,brillante,8
dulzor,monovarietal,8
dulzor,fresa,8
intenso,colo,8
redondeo,final,8
redondeo,mejorar,8
notable,reflejo,8
húmeda,herbáceo,8
húmeda,integrada,8
licorosidad,botella,8
notable,ligeramente,8
notable,complejo,8
barbacoa,cacao,8
dulzor,anterior,8
intenso,matarromera,8
intenso,montaña,8
intenso,atejado,8
intenso,oxígeno,8
intenso,clon,8
intenso,lavanda,8
ojo,monovarietal,8
ojo,tiempo,8
ojo,fresco,8
licorosidad,tostado,8
hecho,densa,8
regla,roble,8
órden,tanino,8
órden,tempranillo,8
intenso,redonda,8
intenso,relativo,8
intenso,agresivo,8
órden,nariz,8
órden,nota,8
mundo,cs,8
intenso,llamativo,8
intenso,china,8
rojo,corona,8
mundo,mejorar,8
pena,sotobosque,8
eva,mejor,8
eva,reciente,8
eva,terra,8
regla,tempranillo,8
protos,negro,8
pedregoso,madura,8
pedregoso,terreno,8
rojo,térmica,8
cremoso,aportar,8
mundo,especial,8
cremoso,grado,8
cremoso,brillo,8
intenso,caldo,8
rojo,xarel,8
queso,canela,8
demuestra,crianza,8
hecho,típico,8
hecho,llevar,8
demuestra,tempranillo,8
