palabra,frecuencia,degree,weighted_degree,betweenness,closeness,eigenvector,comunidad
salinidad,68,80,1103,0.0004166684075687729,0.5206698063840921,0.005958530730133344,3
maceración,63,95,1092,0.0005164997838520807,0.5220356768100735,0.004323436722780907,0
delicado,65,100,1090,0.0003017216549452653,0.526176626123744,0.004723608380970562,3
demasiado,84,100,1052,0.0009785934212174217,0.5242360379346681,0.004185894766641785,0
pan,53,93,1049,0.00024778141557342846,0.5242360379346681,0.004974487233656021,3
infusión,33,55,1048,5.2182232029142796e-05,0.5110426296866974,0.004951251749734449,3
altura,81,101,1046,0.0002534141285544369,0.5245123879810226,0.004139458709681207,0
especial,80,102,1034,0.00048490161072145283,0.5247890295358649,0.004496165604406496,0
dulzón,71,94,1021,0.0004573341614788421,0.5245123879810226,0.004514330487267534,0
abrir,77,96,1011,0.00023144144050976065,0.525065963060686,0.004208249956175918,0
visita,79,98,1009,0.0006331199638084967,0.525620707871104,0.003936929731047691,0
maridar,67,81,1005,0.0003739837192243081,0.5187695516162669,0.004674372841258786,0
grado,45,73,1002,0.0005520656021538932,0.5139462809917356,0.004574814786027527,3
magnífico,86,103,1001,0.000780367420798285,0.525065963060686,0.004129197714912356,0
cariñena,63,79,999,0.0002375704213514029,0.5184992183428869,0.004215093801923826,0
estrella,55,73,993,0.0007213868320373455,0.5168831168831168,0.0046739911650470626,3
estilo,78,105,973,0.0007318445363760699,0.525620707871104,0.003827674794698934,0
plano,64,85,970,0.0004593756494736498,0.5220356768100735,0.004607304050952364,3
ecológico,64,89,959,0.0004568231317937178,0.5231335436382755,0.004423242045195459,0
jazmín,47,67,959,7.516591574713246e-05,0.5168831168831168,0.005140656185822417,3
presencia,56,72,953,0.00021353687924269117,0.5182291666666666,0.005372293942542952,3
tempranillo,59,89,951,0.0005709304021797103,0.5212152959664746,0.0038855018446173318,0
domingo,39,60,949,6.154242814958228e-05,0.5105182144689584,0.004716406168570602,3
destacar,67,91,949,0.000354242173686498,0.5236842105263158,0.004470114993630338,3
ocasión,77,98,949,0.0006401421383773778,0.525620707871104,0.003406006203584281,0
mar,82,100,947,0.0011808586663817372,0.526176626123744,0.002845734588586682,0
presente,67,92,943,0.0003965918203586505,0.5220356768100735,0.004217304853139671,0
amable,63,78,939,0.00017627238427200524,0.520125457396759,0.004890268349117172,3
saber,79,98,936,0.0003729007371592143,0.5236842105263158,0.0035702615840962444,0
forma,71,103,936,0.0011108609590430615,0.5242360379346681,0.003402302904947234,0
acompañar,79,90,928,0.0004110327557582114,0.5214884696016772,0.0040936138037243105,0
espumoso,63,84,919,0.0007947881594474752,0.5198537095088819,0.0040665818080463925,3
moscatel,67,87,918,0.0003156518469165616,0.5225840336134454,0.003954795257899392,0
fantástico,75,95,914,0.0003406730181538052,0.5247890295358649,0.003408273166431553,0
picota,42,69,911,0.00027982715963199877,0.5150103519668737,0.0033872418984515554,3
riesling,61,81,902,0.0004114665049840508,0.5190401669274909,0.004049170742111575,0
predominar,53,76,899,8.173160076269847e-05,0.5193110647181628,0.004583754347248614,3
silvestre,47,76,897,0.00022816310287101697,0.5195822454308094,0.004669497621778611,3
aluminio,39,52,895,0.0001306567101598101,0.5086912065439673,0.0033721401317173467,3
cereza,41,63,886,0.0001282012552984534,0.5134158926728586,0.003463441828223427,3
plástico,41,51,883,0.00016771223544386206,0.5084312723556464,0.0034324564331860135,3
llevar,81,92,874,0.00035677069614978014,0.5239599789362822,0.003403232875846603,0
cena,66,89,869,0.0003740792463956129,0.5212152959664746,0.003654549540142694,0
dar,46,61,869,0.00020753331217621948,0.5136809499225606,0.004153276569122836,3
terra,62,75,857,0.0002307089868460245,0.5174206968278731,0.0037195822515123113,0
opinión,84,84,851,0.00022789031667829274,0.5198537095088819,0.003118938543821687,0
evolucionado,71,83,846,0.0004484182164379914,0.5195822454308094,0.0033690851266988927,0
costa,57,78,844,0.00044026186743157644,0.5182291666666666,0.0036941504023796745,0
pena,107,72,844,0.00021156281174350108,0.5166147455867082,0.003018520865150072,0
avanzar,30,48,842,0.010536452707266534,0.47790585975024014,0.00013984028842894662,2
mezcla,64,88,840,0.0003275472922444964,0.5228586442459274,0.0035959696879655544,0
característica,61,80,834,0.00017364015820623698,0.5179593961478397,0.0037120484348423417,0
base,61,84,833,0.000353223423365807,0.5190401669274909,0.003642447503693933,0
toledo,30,73,831,0.00036020630233511453,0.5168831168831168,0.003700216581050473,3
vid,69,89,826,0.0005389873700136366,0.520397489539749,0.0029235820321658994,0
fudre,51,70,826,0.0004475683376594527,0.5160788381742739,0.003803032018286472,0
temperatura,61,82,820,0.000616823838476008,0.5184992183428869,0.0036456934147421,0
encantar,66,84,817,0.00018809225134851283,0.5198537095088819,0.0033665381011445715,0
deber,61,89,811,0.0008116838010168188,0.5212152959664746,0.002968592301351665,0
viva,55,65,808,0.00012617891151654072,0.5166147455867082,0.004497507190814769,3
normal,41,56,799,8.934405792145172e-05,0.5102564102564102,0.003941131216916984,3
mieloso,42,65,787,0.0005662628665594419,0.5139462809917356,0.0031089503585625265,0
litro,52,83,783,0.0006247433178972077,0.5184992183428869,0.002919292163994576,0
ataque,38,69,783,7.55538839433673e-05,0.5176899063475546,0.003794197969801441,3
caramelo,41,64,772,0.00027927959993457517,0.5160788381742739,0.003946307620560542,3
cepa,58,71,770,8.10096326957076e-05,0.5155440414507773,0.0033456477859851188,0
caíño,57,73,769,0.00048516959793311993,0.5168831168831168,0.0034461596275163816,0
gracia,81,91,763,0.0027703446830490345,0.5236842105263158,0.002059208075313587,0
muestra,62,73,758,0.0002522915202579616,0.5187695516162669,0.0038543848596105904,3
predominio,44,72,754,0.0003484862246581007,0.5155440414507773,0.0036157806621441597,3
asada,42,71,751,0.00037201032394707195,0.5182291666666666,0.0037782821539843,3
ir,70,78,750,0.00045492530147347266,0.5182291666666666,0.0028498547176532365,0
gama,75,65,749,0.00012776035599537815,0.5147439213657528,0.003448932736007145,0
retrogusto,50,61,748,0.0003542618663859046,0.5120946989191971,0.0038611178028022113,3
grata,52,62,746,0.0005420072781139941,0.5139462809917356,0.0038279514913099476,3
exceso,77,74,744,0.000597385895599749,0.5168831168831168,0.003403465251830562,0
ajustada,47,60,744,8.931963952140979e-05,0.5131511088189789,0.003915263903506852,3
atractivo,52,75,744,0.0006314368063945626,0.5193110647181628,0.0036589965505920237,3
punzante,49,75,739,0.0004874550597381883,0.5193110647181628,0.003479783991979539,3
elaboración,64,77,738,0.00041211876931451503,0.5171517671517671,0.0033068842331548643,0
mano,71,90,737,0.01395775350768766,0.5234087322461862,0.0022717545547244066,0
apreciar,47,72,736,0.00018605705441181877,0.5184992183428869,0.0037116089065449805,3
torrontés,46,67,730,0.0002601226792943479,0.5152770585189022,0.0032572629217173755,0
directo,50,75,728,0.0002528571490739472,0.5193110647181628,0.003440520909893062,0
par,61,79,719,0.0004089213447000981,0.5176899063475546,0.0029259685462089016,0
ideal,62,74,717,0.0006121325893803947,0.5171517671517671,0.003139462341120939,0
personalidad,52,73,710,0.0003764434448295281,0.5187695516162669,0.0035165041801242776,0
rías,44,63,708,0.0004270651142550576,0.5160788381742739,0.003539729125420842,3
parellada,51,64,705,0.0002742632094367168,0.5163466528282304,0.003239042723524388,0
longitud,39,51,702,0.00014065391837818854,0.5115681233933161,0.004196087837164378,3
proyecto,68,77,700,0.000592061222333906,0.5171517671517671,0.00266293648698817,0
real,67,70,698,0.00037575013650766124,0.5160788381742739,0.003266175433960144,0
densidad,39,54,694,0.0001973972821347092,0.5134158926728586,0.003976260595294703,3
original,63,74,685,0.00031243474803520284,0.5190401669274909,0.003081959373287431,0
necesitar,55,63,681,0.000301077454964504,0.5160788381742739,0.0031186029884615134,0
tiza,33,46,681,5.9167938708957304e-05,0.5102564102564102,0.0040550738005565865,3
paja,46,62,677,0.00013663453141541545,0.5158113011923277,0.0036489909992100575,3
enólogo,64,72,668,0.0005216921747081606,0.5158113011923277,0.002451447420527141,0
justa,48,76,666,0.0008047768671460709,0.5195822454308094,0.0030661143657660164,0
sotobosque,38,60,665,0.00015664163172787138,0.5134158926728586,0.0030785602563612523,0
anís,37,53,659,3.401849016467324e-05,0.5123583934088568,0.0038257984650736107,3
manzanilla,38,62,658,0.00019634918444204807,0.5118312757201646,0.0032669314062818257,3
destaca,51,72,656,0.0008970285094287948,0.5166147455867082,0.0032895200223333546,3
grupo,57,75,646,0.0005564627304595686,0.5166147455867082,0.0025111008812512673,0
óptimo,48,61,644,0.000388089812276604,0.5134158926728586,0.002529848889114432,0
único,54,71,642,0.0003295866777081379,0.5182291666666666,0.002847268546059257,0
vendimia,45,68,641,0.0003981148591632456,0.5174206968278731,0.0030474596347773793,3
cargar,37,62,638,0.00016965659958125025,0.5158113011923277,0.0032077180299936218,3
disfrutar,75,70,636,0.0002751628874927733,0.5152770585189022,0.002490866866195131,0
reconocer,46,68,633,0.0003365832514104989,0.5155440414507773,0.0029970219082677677,3
pasado,62,69,632,0.00024670341020754233,0.5158113011923277,0.0026341490639264936,0
turbio,42,64,628,0.0001647418842820346,0.5163466528282304,0.0031692244128341484,3
pago,54,68,627,0.0009515090500722543,0.5155440414507773,0.002796576408903806,0
laurel,35,59,625,0.00018949137125430775,0.5147439213657528,0.0033633062940832117,3
notable,46,56,624,0.0002132671538288337,0.5142118863049095,0.0035912397241146055,3
conocido,65,67,621,0.0007126221654858398,0.5152770585189022,0.002592617870238751,0
voluminoso,35,64,617,0.0004554559195034228,0.5163466528282304,0.003164871382650535,3
malo,50,63,617,0.0002643704468049194,0.5139462809917356,0.0029806747557537434,3
azahar,39,54,614,0.0001769544231351664,0.5134158926728586,0.003335891368065682,3
bordelesa,30,38,607,2.265987868042407e-05,0.5050761421319797,0.00238745802870384,3
bonito,49,58,606,0.0002938081434386516,0.5126223596084493,0.0033777453800627093,3
empezar,68,64,605,0.00033149786223744175,0.5136809499225606,0.002708259534228832,0
entrar,51,62,604,0.00023704675827225345,0.5139462809917356,0.003113372883610822,3
resto,49,66,603,0.00045146662434726023,0.5150103519668737,0.002745787150793663,0
marisco,45,67,601,0.0008362872721200505,0.5150103519668737,0.0028319094597079645,0
mundo,59,70,597,0.0007573327361648534,0.5152770585189022,0.0021984628190667207,0
salnés,45,58,596,0.000369669231762579,0.5147439213657528,0.002775640073678954,0
ubicada,44,65,593,0.0002434958380811772,0.5166147455867082,0.002472923610867777,0
levemente,35,53,590,8.108637635508601e-05,0.5134158926728586,0.0034731812520802517,3
campo,38,54,582,8.140237338473057e-05,0.5115681233933161,0.003246823409114607,3
parafinado,27,38,580,5.8460343883410394e-05,0.5050761421319797,0.0022675030465725767,3
elegancia,43,61,577,0.000199281237977612,0.5155440414507773,0.002992671465127244,3
empordà,48,54,570,0.00018307232606057695,0.5118312757201646,0.0026416591909021983,0
rosa,38,60,569,0.0004312282343132422,0.5113052415210688,0.003098865768140208,3
americano,36,64,556,0.0007352706283425099,0.5144777662874871,0.0023792786151873844,0
horno,34,53,554,0.00021720092043911717,0.5131511088189789,0.003196741920281577,3
habitual,53,65,552,0.0010641376258152494,0.5166147455867082,0.002491922139804273,0
perfectamente,49,61,547,0.0001997070858320469,0.5136809499225606,0.0027180783658552893,0
resultado,51,61,543,0.00018746250431695303,0.5128865979381443,0.0025165747253484954,0
controlada,36,56,540,0.0004249338357002515,0.5123583934088568,0.002869290748230779,3
parecido,63,62,540,0.0003853882229706172,0.5131511088189789,0.002367089187582681,0
licor,38,41,540,0.0,0.5099948744233727,0.0004766644455813718,2
poner,62,63,537,0.00046764149334855117,0.5134158926728586,0.0017037342225195795,0
mayoría,49,65,535,0.0009424639389056836,0.5139462809917356,0.0019993506477714042,0
hormigón,38,55,531,0.00040065460174684275,0.5118312757201646,0.002337553249962176,0
grau,29,35,531,0.0,0.43871252204585537,0.0001016676881793339,2
cambados,35,57,530,0.0004265826779027469,0.5144777662874871,0.002543621193381217,3
granito,43,60,529,0.0005585641882126847,0.5126223596084493,0.001762106715142429,0
pimienta,37,55,529,0.0001134773027393307,0.5110426296866974,0.0027423529850119895,3
fresa,24,51,527,8.671312721822182e-05,0.5076530612244898,0.0021808896676717717,3
situado,39,58,524,0.00036141438348266566,0.5120946989191971,0.0025292785756393576,0
hacer,29,46,523,0.00011642804538451845,0.5076530612244898,0.0028169265040342544,3
terreno,41,55,521,0.0004283908321227492,0.5120946989191971,0.0022166075861731324,0
lado,43,55,519,0.00027294881139733004,0.5120946989191971,0.002391650404055456,0
verano,53,55,519,0.0005132579865651178,0.5120946989191971,0.002402964937050211,0
valer,83,48,517,0.0005015676518434739,0.5102564102564102,0.0020371385294864906,0
notar,51,60,513,0.0005852205620146605,0.5126223596084493,0.0024186158271026327,0
confitado,26,52,508,0.00021213485949034245,0.5118312757201646,0.002773987086374539,3
aspecto,35,57,503,0.00010509691726709878,0.5144777662874871,0.0025474282524900384,3
somontano,32,52,502,0.0002236662602859206,0.5107802874743327,0.0026230100722052594,3
ánfora,37,53,500,0.00025777014695036935,0.5107802874743327,0.00227491738592375,0
justo,54,63,499,0.0009662930571230852,0.5134158926728586,0.0018227504521600316,0
listar,36,53,499,0.0002634373635111469,0.5110426296866974,0.0026699954609248626,0
palafrugell,28,36,496,0.0,0.5084312723556464,0.00018343281447948695,2
bierzo,35,54,495,0.00029646497157247083,0.5113052415210688,0.0025459500946530124,3
perfumado,32,59,494,0.0002719678983583888,0.5150103519668737,0.002219568355503203,3
compotada,35,50,493,0.00018160636161876936,0.5092118730808598,0.00235604888154344,0
cremosidad,33,53,492,0.00034520271236536447,0.5131511088189789,0.0027543970288991895,3
bar,34,48,490,0.00012812886040729834,0.5120946989191971,0.0024603843045667125,3
reposar,39,48,489,0.00011709138204520359,0.5092118730808598,0.0024891114609267148,0
antigua,44,57,489,0.00036975624047664294,0.5144777662874871,0.0021409043453798366,0
comprar,49,52,485,0.00022070798849335366,0.5105182144689584,0.0022858225667410944,0
picapoll,35,47,485,3.843462930248865e-05,0.5092118730808598,0.0019818844481153887,0
azúcar,41,56,480,0.0003194808057309634,0.5113052415210688,0.0024178834400957866,3
valoración,63,55,476,0.0008742269604534267,0.5110426296866974,0.0007437105594092757,0
carnoso,31,45,474,0.0001111845981566638,0.5110426296866974,0.0028409541485021274,3
montsant,52,38,471,0.00032046678980008974,0.5094726062467998,0.0018288139843788047,0
mentolado,29,48,469,0.00034367621872751826,0.5120946989191971,0.002691109949885313,3
ciegas,45,55,469,0.0008342763067419622,0.5139462809917356,0.0012348688434011166,2
sutilmente,30,44,466,1.0657734164998185e-05,0.5063613231552163,0.002633559743349737,3
medida,42,56,466,0.001159615318382766,0.5123583934088568,0.00210934037928091,0
calor,45,54,464,0.00044181282902586866,0.5115681233933161,0.002358104803788485,0
metálico,33,54,464,0.00037138737225610754,0.5136809499225606,0.0022579924830849088,3
gallego,44,50,463,0.0003405703782688195,0.5107802874743327,0.0023872035913466943,0
placer,52,48,462,0.00020228228441015225,0.5094726062467998,0.002200849256337568,3
segre,30,52,460,0.00040264010112071207,0.5110426296866974,0.0019491794992350057,0
gamba,35,48,460,0.00022597527590496335,0.5120946989191971,0.0026037474390482934,3
peso,32,49,460,0.00010393199777889749,0.5012594458438288,0.0025706768154168365,3
separado,37,49,457,8.254006911815119e-05,0.5097336065573771,0.0020718973216420802,0
exótica,37,43,456,0.00019650953935931482,0.5107802874743327,0.002786160647274814,3
albillo,38,54,454,0.000595014649936239,0.5118312757201646,0.0021906238858261685,0
gewürztraminer,31,49,452,0.00020586633786983993,0.5105182144689584,0.0022831703085214932,3
criado,43,47,449,0.0001433399766186294,0.5092118730808598,0.0023028027747048607,0
espectacular,61,51,447,0.00020729602939464437,0.5110426296866974,0.002188818031814757,0
lácteo,27,38,446,2.5747659504585582e-05,0.5081716036772217,0.0027336475355363597,3
presentar,36,45,446,0.0001005347903438155,0.5110426296866974,0.0026635100337688827,3
mosto,39,57,443,0.0008723641463372739,0.5115681233933161,0.0018697181669920374,0
transparente,37,45,442,6.64290309124506e-05,0.5086912065439673,0.002601639411397264,3
maravilla,53,51,442,0.0001810516146000769,0.5102564102564102,0.0018861114638345083,0
contacto,37,50,442,0.00048489469354869166,0.5097336065573771,0.002225539710532337,0
corona,20,42,441,0.000190750151558036,0.505589430894309,0.002300416010872575,3
conjunto,39,49,435,0.00030040696820175507,0.5123583934088568,0.0024938572423406596,3
arena,37,49,431,0.0003926963532823283,0.5097336065573771,0.0013564772030352683,0
escasa,34,48,428,0.0002460584939433072,0.5099948744233727,0.0023039179483573613,3
altitud,33,48,427,0.00027228069579254117,0.5094726062467998,0.001843248757352202,0
conocer,53,47,425,0.00022425878102631274,0.5089514066496164,0.0021251314428492015,0
airén,27,40,424,1.8592307916892593e-05,0.5076530612244898,0.0024722226745885726,3
hidrocarburo,33,45,420,9.759365210879628e-05,0.5,0.002224024443336696,3
diferencia,41,50,419,7.355886645508612e-05,0.5099948744233727,0.0019377825523442997,0
vista,40,53,418,0.0008257054089432788,0.5107802874743327,0.0020077484494022348,0
económico,31,39,418,7.954173434639428e-05,0.5076530612244898,0.0022875916576226476,3
vertical,39,47,412,0.0006162271427351736,0.5099948744233727,0.0022117724809649444,3
frambuesa,19,46,412,0.00018415662490784752,0.5063613231552163,0.0016094789486370247,3
acertado,37,46,411,0.00018636188360896945,0.5097336065573771,0.002186298296129237,3
limitado,31,44,409,0.00024375879273138656,0.5089514066496164,0.0021697391927984794,3
retronasal,28,40,408,7.211924950638415e-05,0.5050761421319797,0.002523562392316475,3
familia,45,47,408,0.00029554498932273806,0.5092118730808598,0.0018581079698737717,0
sorprender,46,45,405,0.00010807686882994541,0.5086912065439673,0.002264610422455028,0
singular,40,49,402,0.0005049637261742407,0.5094726062467998,0.0016471559019746351,0
miño,36,44,399,0.00017608583940549095,0.5084312723556464,0.0010127819433679525,0
similar,37,51,397,0.00048220748656121885,0.5099948744233727,0.0019408015083286316,3
sumar,32,47,396,0.00035302088419922437,0.5092118730808598,0.001991591272976539,0
salir,50,47,396,0.00010434954526001237,0.5092118730808598,0.001624003094764322,0
queso,31,48,395,0.0009175869748412555,0.5102564102564102,0.0019494366881951863,3
poco,36,47,394,0.00035550319263246837,0.5089514066496164,0.0020805068116020995,3
metro,32,44,394,0.00041939410589172374,0.5092118730808598,0.0018035935137947902,0
procedente,33,49,391,0.0004794945737753902,0.5097336065573771,0.0018930278782372727,0
evolucionar,35,49,391,0.000298904415622094,0.5097336065573771,0.0018093394126344475,0
selección,34,45,390,0.00023480592966660237,0.5086912065439673,0.0019930367998276057,0
menta,23,44,389,0.00018231167605371575,0.5061037639877924,0.002196029989816861,3
autóctona,33,44,385,0.00011122273077903623,0.5110426296866974,0.0020614771782715264,3
hora,41,51,380,0.0005522037421230164,0.5102564102564102,0.0016290167155515868,0
velo,37,38,376,0.00024765021593528796,0.4982473710565849,0.001753480408617233,3
centenaria,32,43,375,0.00024775195680485376,0.5079122001020929,0.0019833824476413876,0
merecer,51,41,371,0.00033354813567654267,0.5084312723556464,0.001407737591173395,0
mínima,30,41,371,7.914769603223926e-05,0.5102564102564102,0.0018494355868654876,0
doña,31,36,367,3.317233703137167e-05,0.5066191446028513,0.002106250314613405,0
resultar,40,39,363,6.262229848481103e-05,0.5071355759429154,0.0021024426617001417,3
mediterráneo,28,38,361,0.00013724864127691864,0.5066191446028513,0.001622167759599271,0
típica,40,38,360,2.6591234685211013e-05,0.5068772287315334,0.0021700980452613334,3
suerte,30,47,355,0.0003151296541035631,0.5092118730808598,0.0018032652840412817,0
trago,27,46,352,0.00018421104514769782,0.5113052415210688,0.0018473411887278723,3
arroz,32,42,350,0.0003169821710378035,0.5066191446028513,0.0019961043009684076,3
nivel,54,40,350,0.0004032014678967009,0.5081716036772217,0.0016238822137005105,0
anaranjado,29,36,350,0.0002289556581530417,0.5086912065439673,0.0022733238220231052,3
condado,37,38,349,0.00011448588034088257,0.5068772287315334,0.0015044777163187107,0
px,31,39,346,0.00016297754578824427,0.5071355759429154,0.0015575900003044344,0
ágil,28,38,345,4.487243884617579e-05,0.5092118730808598,0.0019778927206102236,3
portal,28,30,342,8.54702987095331e-06,0.5035425101214575,0.0017261462018706543,0
marca,38,39,341,0.0001875431346884273,0.5097336065573771,0.002003546937838169,0
lichi,26,39,340,9.197218236114624e-05,0.5066191446028513,0.0019935436090515422,3
perder,40,39,339,0.00015628159902717688,0.5071355759429154,0.001803269931193144,0
lujo,47,28,338,0.00024294514616356595,0.5068772287315334,0.000900743054381868,0
apunte,23,39,336,0.0002917848369467503,0.5084312723556464,0.0021469568491019686,3
aglomerado,17,32,332,0.00016631378549896765,0.5035425101214575,0.0013325592112171944,3
cálido,24,38,331,0.00031136796132638536,0.49725137431284355,0.0020134640606990894,3
calcáreo,28,41,328,0.0003610324656181707,0.5071355759429154,0.0015749053556387829,0
hijo,38,43,328,0.0004026342372276005,0.5081716036772217,0.001175536886139871,0
cerrado,26,33,327,0.00012475310834154138,0.5079122001020929,0.0021654399943789398,3
zerratia,22,36,327,0.00012331882248601492,0.5071355759429154,0.0015991287567794835,3
muscat,30,38,327,8.949610718874297e-05,0.5071355759429154,0.001665104257651326,0
aireación,18,33,323,2.610269684124038e-05,0.5068772287315334,0.001962698337939045,3
vida,45,36,322,0.00013460833987940385,0.5061037639877924,0.0018029475986965113,0
rosado,38,41,322,0.0007925133156856747,0.5084312723556464,0.0016879339706155929,0
alimonado,22,41,322,0.0001344338120102197,0.5099948744233727,0.0017276239654972448,3
oscuro,27,41,321,0.0005093228854874249,0.5079122001020929,0.0017530940857679908,3
inicial,25,41,321,0.0005368337407799953,0.5073941866394697,0.0017886989228668158,3
almíbar,26,36,319,0.00020927876495536337,0.49675486769845234,0.001995866613432246,3
comprado,32,34,317,0.00013344901014175018,0.5063613231552163,0.0019713739548387855,3
cuatro,35,38,315,0.00011401256597133559,0.5066191446028513,0.0015538888684229438,0
prensado,26,40,314,0.0003226991710975027,0.5073941866394697,0.0014983833851029923,0
tenue,26,39,314,0.0002701506067140337,0.5097336065573771,0.001789676588675986,3
principio,40,37,309,0.00013947005099039573,0.5066191446028513,0.0017515523777271605,0
pensar,40,39,309,0.00011896263459099273,0.5068772287315334,0.0015616071865409461,0
eucalipto,24,36,308,0.00022016192824579484,0.5076530612244898,0.0017059528790957985,3
funcionar,29,33,308,0.00019439381396868134,0.5063613231552163,0.0015902515968098019,0
pie,35,38,307,0.00010889076289372524,0.5066191446028513,0.001528826764221289,0
cava,35,33,307,0.00010657942592822639,0.5063613231552163,0.0018510402298454482,3
pelo,31,34,307,0.00016294422985490672,0.505589430894309,0.001885852803968985,3
aperitivo,34,37,307,0.00030097814914778736,0.5066191446028513,0.0015887572459690298,3
básico,44,33,305,3.5656509170668666e-05,0.5063613231552163,0.0016768843076310975,0
pedir,35,36,304,0.00014263784173621421,0.5071355759429154,0.001705442145540741,0
gratallops,28,29,303,6.803760145829057e-05,0.5045638945233266,0.0011223542854422999,0
consumo,33,33,302,0.00013651905685088802,0.5061037639877924,0.0013641438655536413,0
personal,36,39,300,0.0002233056460119647,0.5071355759429154,0.0010967663388471922,0
luminoso,18,36,298,0.00021318576410824961,0.5076530612244898,0.001781276664193083,3
agua,31,32,298,0.00013821653366875318,0.5050761421319797,0.0019494919916864999,3
orígen,35,38,295,0.00023446114119876095,0.5094726062467998,0.0015811260477851161,0
subido,26,37,295,0.0003244519969108918,0.5068772287315334,0.0017047666621735431,3
piedra,30,38,293,0.00033853566485386385,0.5092118730808598,0.001715272599684359,3
arenoso,29,34,291,7.314278129984013e-05,0.505589430894309,0.0010890491080299024,0
verdad,40,40,291,0.0001416003076716606,0.5081716036772217,0.0014323784311553902,0
noble,18,34,290,0.00011678655353254227,0.49625935162094764,0.001732713262686852,3
imprescindible,36,36,290,0.0005395700579987023,0.5061037639877924,0.001275439777414252,0
don,27,28,282,1.6851527928037233e-06,0.5043081601621896,0.0010554053474279492,0
lonja,24,33,281,6.526275785044478e-05,0.4811411992263056,9.841552482065047e-05,0
potencial,38,33,281,9.967309955719611e-05,0.505589430894309,0.001394248267416394,0
marchita,17,31,280,0.00015022048910856017,0.4955179282868526,0.0018095987095731372,3
sorprendente,33,36,280,0.00014957569717194473,0.5063613231552163,0.001667389635247273,3
brillo,25,27,280,2.4560676144113052e-05,0.494778717056191,0.0017503969172161724,3
punta,20,34,279,9.45613841771357e-05,0.5071355759429154,0.0018049512278243344,3
mancha,17,34,279,8.37247744096802e-05,0.5037974683544304,0.001546795947432078,3
producto,38,36,278,0.00017002073529868061,0.5063613231552163,0.0014489791344105471,0
costar,39,34,278,0.00023209162607232053,0.5066191446028513,0.0017074337854670971,3
burdeos,15,29,277,2.7348908174043377e-05,0.5027791814047499,0.001208749694472896,3
total,38,33,277,0.00044112941107136435,0.505589430894309,0.0015043718385929674,0
violáceo,19,28,275,0.00013892191651622543,0.5017650025214322,0.0013391204191528234,3
aire,32,39,274,0.0006087239957784024,0.5097336065573771,0.001387081887775806,0
cambio,36,36,271,0.00011543864112173891,0.5063613231552163,0.0013431859988951192,0
esperado,26,35,271,0.00010573833730304502,0.5058464667005592,0.0014904056470713006,0
siglo,30,35,270,0.00018240199809102048,0.5058464667005592,0.0015394397100270912,0
distinto,29,33,269,8.47204414387244e-05,0.505589430894309,0.0012719013157725066,0
alcohólica,28,34,269,0.0003751478243795723,0.5079122001020929,0.0014645226982217365,0
tea,29,30,269,7.652847787949112e-05,0.5048198883815322,0.0011126291165240445,0
huevo,28,34,268,0.0002219109041657061,0.505589430894309,0.001301897563299316,0
generación,33,35,265,0.00022383782072969973,0.5058464667005592,0.001268738694990836,0
sienta,31,30,263,8.450476334896366e-05,0.5045638945233266,0.0015401718171002886,0
aguja,29,30,262,6.636877147344045e-05,0.49625935162094764,0.0016981264786156832,3
profundo,31,29,262,0.00024677182743526973,0.5050761421319797,0.0016322808284578254,3
galicia,41,30,262,4.975319701201018e-05,0.5045638945233266,0.0014487611900629348,0
rendimiento,22,34,260,0.00010496428758630838,0.49725137431284355,0.0011340519329068532,0
pescado,32,30,258,0.00014300954969867578,0.5043081601621896,0.001395284576114005,0
corte,20,32,257,0.00014802835578563793,0.5079122001020929,0.0016315013488404544,3
cemento,22,33,256,0.00041460148034812793,0.5061037639877924,0.001290154302388662,0
granate,17,30,256,0.00030699762999643505,0.5022715800100959,0.001257042688097909,3
acabar,34,34,255,0.0003372369540754197,0.5058464667005592,0.0012917911260498503,0
ladera,27,32,254,0.00021206837062330046,0.505332656170645,0.0011898756532425475,0
historia,44,33,252,0.00022923890339454392,0.505589430894309,0.0010665272884528576,0
magnum,30,31,251,0.00019227431733661015,0.5048198883815322,0.0014401312343439788,0
tradicional,33,33,250,0.0003084625673889574,0.5081716036772217,0.001404383518622933,0
mix,20,32,249,8.78131558656231e-05,0.5050761421319797,0.0013491188954378825,3
manual,24,32,248,0.00015294749473714978,0.5079122001020929,0.0013394312132893093,3
pazo,32,29,248,0.00015062168648606895,0.5043081601621896,0.0012001386989302183,0
experiencia,37,33,248,0.00019915610852337817,0.505589430894309,0.001186679023332957,0
excepcional,35,31,247,0.00013047024100413488,0.5050761421319797,0.001404226698331213,0
simple,33,32,247,0.00020641899727876344,0.5050761421319797,0.001399580497312549,3
pesar,33,31,247,0.00014281753127799534,0.5048198883815322,0.0014655394725735585,0
noche,41,32,247,0.0009020724107569469,0.5079122001020929,0.001277529848498896,0
cumplidor,34,31,246,0.0002248445179095526,0.5027791814047499,0.0014807550910715369,3
borde,20,26,245,0.00011307438022639144,0.4952712792434047,0.001560209115324149,3
pomares,32,23,244,7.891279288506875e-06,0.4945328031809145,0.0011974447491028644,0
puro,37,32,244,0.00018814625590012947,0.5079122001020929,0.0013326595187475468,0
línea,37,32,243,0.000259649860617957,0.5050761421319797,0.001118927041422797,0
